Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate,Shield_Reason
Proposed_V13_Base,bigbuckbunny,3,12,1,1,750,598.8,6.99,4.0,0.639,83.73,6.61,74.37,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,13,1,1,750,608.7,4.0,4.75,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,14,1,1,750,797.1,4.75,5.8,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,15,1,1,750,1016.9,5.8,7.92,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,16,1,1,750,1018.2,7.92,5.83,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,17,1,1,750,1221.8,5.83,7.79,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,18,1,1,750,1244.0,7.79,8.23,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,19,1,1,750,967.8,8.23,7.79,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,20,1,1,750,1259.1,7.79,5.99,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,21,1,1,750,1059.4,5.99,6.32,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,22,1,1,750,1076.0,6.32,7.68,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,23,2,2,1200,1209.8,7.68,9.36,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,24,2,2,1200,901.4,9.36,5.51,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,25,2,2,1200,854.8,5.51,6.66,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,26,2,2,1200,839.1,6.66,7.67,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,27,2,2,1200,1088.7,7.67,9.35,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,28,2,2,1200,1224.0,9.35,9.39,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,29,2,2,1200,1011.0,9.39,10.09,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,30,2,2,1200,1048.2,10.09,10.66,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,31,2,2,1200,1045.6,10.66,10.92,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,32,2,2,1200,876.3,10.92,7.35,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,33,2,2,1200,824.0,7.35,6.12,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,34,2,2,1200,1157.6,6.12,7.36,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,35,2,2,1200,894.8,7.36,5.99,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,36,1,1,750,1077.9,5.99,4.99,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,37,1,1,750,1041.8,4.99,6.44,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,38,1,1,750,1157.7,6.44,7.52,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,39,2,2,1200,1092.3,7.52,8.24,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,40,1,1,750,948.7,8.24,6.35,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,41,1,1,750,1176.1,6.35,7.21,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,42,1,1,750,954.2,7.21,7.76,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,43,1,1,750,1010.0,7.76,8.98,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,44,1,1,750,904.9,8.98,8.54,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,45,2,2,1200,896.6,8.54,8.52,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,46,2,2,1200,742.8,8.52,8.06,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,47,2,2,1200,427.9,8.06,5.73,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,0,1,1,750,891.0,1.78,4.0,5.367,83.73,0.0,60.65,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,1,1,1,750,891.2,4.0,4.12,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,2,1,1,750,890.8,4.12,5.11,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,3,2,2,1200,879.8,5.11,5.91,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,4,1,1,750,841.8,5.91,4.0,0.123,83.73,6.61,76.59,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,5,1,1,750,900.4,4.0,5.03,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,6,2,2,1200,897.6,5.03,6.22,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,7,2,2,1200,884.1,6.22,6.31,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,8,2,2,1200,901.1,6.31,5.65,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,9,2,2,1200,882.9,5.65,7.09,0.0,90.34,0.0,90.34,0,0.0,
